,Commodity,State,STATION,YEAR,MONTH,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,PRCP,SNOW,TAVG,TMAX,TMIN,SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_Desc,Amount,date,CPI
7613,Oats,ND,USC00325993,1994,6,0,0,46.0,0,0.0,1.3,86.0,4.79,0.0,63.2,73.1,53.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.31,1994-06-01,147.9
7617,Oats,ND,USC00325993,1994,7,0,0,45.0,0,0.0,0.91,90.0,1.54,0.0,65.6,77.8,53.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.2,1994-07-01,148.4
7621,Oats,ND,USC00325993,1994,8,0,0,40.0,0,0.0,1.06,91.0,2.31,0.0,65.3,78.1,52.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.16,1994-08-01,149.0
7625,Oats,ND,USC00325993,1994,9,0,0,33.0,0,0.0,0.39,98.0,0.78,0.0,59.6,73.1,46.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.18,1994-09-01,149.3
7629,Oats,ND,USC00325993,1994,10,0,0,24.0,0,0.0,1.39,74.0,5.72,0.0,46.1,55.1,37.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.21,1994-10-01,149.4
7633,Oats,ND,USC00325993,1994,11,10,3,5.0,4,5.5,0.67,53.0,1.92,10.0,29.6,38.6,20.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.18,1994-11-01,149.8
7637,Oats,ND,USC00325993,1994,12,31,4,-25.0,11,6.0,0.36,45.0,1.05,14.7,16.2,23.4,9.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.18,1994-12-01,150.1
7641,Oats,ND,USC00325993,1995,1,31,3,-18.0,15,6.0,0.4,39.0,0.96,13.9,8.1,14.6,1.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.22,1995-01-01,150.5
7645,Oats,ND,USC00325993,1995,2,28,1,-15.0,9,1.0,0.11,42.0,0.4,3.0,15.3,23.2,7.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.22,1995-02-01,150.9
7649,Oats,ND,USC00325993,1995,3,18,5,-17.0,5,3.0,0.49,52.0,1.5,10.3,22.3,29.1,15.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.33,1995-03-01,151.2
7653,Oats,ND,USC00325993,1995,4,0,0,3.0,0,0.0,0.2,61.0,0.56,0.0,35.4,44.9,26.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.36,1995-04-01,151.8
7657,Oats,ND,USC00325993,1995,5,0,0,32.0,0,0.0,1.06,83.0,2.68,0.0,52.0,63.0,41.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.41,1995-05-01,152.1
7661,Oats,ND,USC00325993,1995,6,0,0,39.0,0,0.0,0.86,98.0,2.65,0.0,67.2,78.6,55.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.38,1995-06-01,152.4
7665,Oats,ND,USC00325993,1995,7,0,0,45.0,0,0.0,0.56,94.0,1.94,0.0,67.0,78.7,55.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.52,1995-07-01,152.6
7669,Oats,ND,USC00325993,1995,8,0,0,46.0,0,0.0,1.26,99.0,3.07,0.0,69.0,82.8,55.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.48,1995-08-01,152.9
7673,Oats,ND,USC00325993,1995,9,0,0,23.0,0,0.0,0.6,87.0,1.06,0.0,55.4,67.9,42.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.43,1995-09-01,153.1
7677,Oats,ND,USC00325993,1995,10,0,0,22.0,0,0.5,0.4,78.0,1.01,0.5,42.6,52.9,32.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.48,1995-10-01,153.5
7681,Oats,ND,USC00325993,1995,11,0,6,-5.0,0,4.0,0.29,46.0,0.99,10.6,20.4,28.9,11.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.71,1995-11-01,153.7
7685,Oats,ND,USC00325993,1995,12,28,3,-16.0,6,3.0,0.29,43.0,0.65,7.0,9.4,17.7,1.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.91,1995-12-01,153.9
7689,Oats,ND,USC00325993,1996,1,31,8,-37.0,11,2.5,0.23,43.0,1.26,13.3,-1.0,7.4,-9.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.93,1996-01-01,154.7
7693,Oats,ND,USC00325993,1996,2,29,3,-37.0,9,3.0,0.25,42.0,0.7,6.4,13.3,22.4,4.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.96,1996-02-01,155.0
7697,Oats,ND,USC00325993,1996,3,21,3,-19.0,9,8.0,0.9,52.0,1.59,14.8,16.4,25.2,7.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,2.04,1996-03-01,155.5
7701,Oats,ND,USC00325993,1996,4,9,1,0.0,8,1.5,0.14,73.0,0.49,1.5,34.4,44.0,24.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,2.13,1996-04-01,156.1
7705,Oats,ND,USC00325993,1996,5,0,0,27.0,0,0.1,0.28,75.0,0.94,0.1,49.9,62.2,37.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,2.48,1996-05-01,156.4
7709,Oats,ND,USC00325993,1996,6,0,0,39.0,0,0.0,1.58,95.0,3.29,0.0,64.8,76.6,53.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,2.17,1996-06-01,156.7
7713,Oats,ND,USC00325993,1996,7,0,0,44.0,0,0.0,1.72,85.0,2.46,0.0,66.6,77.7,55.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,2.13,1996-07-01,157.0
7717,Oats,ND,USC00325993,1996,8,0,0,46.0,0,0.0,0.52,97.0,0.7,0.0,69.3,83.4,55.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,2.0,1996-08-01,157.2
7721,Oats,ND,USC00325993,1996,9,0,0,28.0,0,0.0,0.19,89.0,1.01,0.0,55.2,66.6,43.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.83,1996-09-01,157.7
7725,Oats,ND,USC00325993,1996,10,5,2,11.0,5,4.0,0.71,80.0,1.48,6.0,41.4,52.6,30.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.84,1996-10-01,158.2
7729,Oats,ND,USC00325993,1996,11,25,6,-15.0,10,4.5,0.55,55.0,1.76,15.8,14.5,22.2,6.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.85,1996-11-01,158.7
7733,Oats,ND,USC00325993,1996,12,29,5,-26.0,14,3.8,0.27,36.0,1.06,12.0,4.3,11.6,-3.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.72,1996-12-01,159.1
7737,Oats,ND,USC00325993,1997,1,31,4,-29.0,14,4.5,0.47,39.0,0.94,11.3,0.6,9.9,-8.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.83,1997-01-01,159.4
7741,Oats,ND,USC00325993,1997,2,28,2,-16.0,11,4.0,0.29,41.0,0.39,5.6,16.8,25.9,7.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.81,1997-02-01,159.7
7745,Oats,ND,USC00325993,1997,3,25,5,-15.0,11,6.0,0.34,58.0,0.85,11.7,19.3,29.4,9.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.91,1997-03-01,159.8
7749,Oats,ND,USC00325993,1997,4,8,0,-5.0,9,0.5,0.15,74.0,3.68,13.5,36.5,47.9,25.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.87,1997-04-01,159.9
7753,Oats,ND,USC00325993,1997,5,0,0,25.0,0,0.0,0.2,86.0,0.67,0.0,51.6,64.6,38.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.86,1997-05-01,159.9
7757,Oats,ND,USC00325993,1997,6,0,0,48.0,0,0.0,1.07,88.0,2.94,0.0,67.9,80.5,55.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.81,1997-06-01,160.2
7761,Oats,ND,USC00325993,1997,7,0,0,46.0,0,0.0,1.12,91.0,3.13,0.0,68.7,79.6,57.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.67,1997-07-01,160.4
7765,Oats,ND,USC00325993,1997,8,0,0,41.0,0,0.0,0.85,96.0,1.71,0.0,67.4,81.1,53.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.57,1997-08-01,160.8
7769,Oats,ND,USC00325993,1997,9,0,0,29.0,0,0.0,0.46,84.0,0.5,0.0,60.1,73.5,46.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.47,1997-09-01,161.2
7773,Oats,ND,USC00325993,1997,10,4,1,14.0,3,3.0,0.38,90.0,1.11,3.8,43.7,54.8,32.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.62,1997-10-01,161.5
7777,Oats,ND,USC00325993,1997,11,7,3,5.0,2,2.0,0.11,63.0,0.27,4.5,26.9,35.1,18.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.66,1997-11-01,161.7
7781,Oats,ND,USC00325993,1997,12,1,1,6.0,1,1.0,0.03,53.0,0.07,1.6,26.0,33.4,18.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.57,1997-12-01,161.8
7785,Oats,ND,USC00325993,1998,1,29,2,-26.0,4,3.0,0.2,48.0,0.44,6.4,8.5,17.5,-0.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.6,1998-01-01,162.0
7789,Oats,ND,USC00325993,1998,2,17,5,-4.0,18,17.0,0.84,48.0,1.99,30.9,26.8,32.6,20.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.6,1998-02-01,162.0
7793,Oats,ND,USC00325993,1998,3,26,2,-24.0,19,2.0,0.15,50.0,0.32,3.7,17.7,26.5,8.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.64,1998-03-01,162.0
7797,Oats,ND,USC00325993,1998,4,1,1,26.0,1,1.3,0.17,79.0,0.45,1.3,47.4,59.2,35.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.61,1998-04-01,162.2
7801,Oats,ND,USC00325993,1998,5,0,0,31.0,0,0.2,0.32,84.0,1.17,0.2,56.0,68.8,43.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.53,1998-05-01,162.6
7805,Oats,ND,USC00325993,1998,6,0,0,32.0,0,0.0,1.11,88.0,3.41,0.0,59.4,68.1,50.6,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.39,1998-06-01,162.8
7809,Oats,ND,USC00325993,1998,7,0,0,46.0,0,0.0,1.37,92.0,3.83,0.0,68.7,80.6,56.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.19,1998-07-01,163.2
7813,Oats,ND,USC00325993,1998,8,0,0,52.0,0,0.0,1.6,93.0,3.8,0.0,70.7,82.9,58.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.02,1998-08-01,163.4
7817,Oats,ND,USC00325993,1998,9,0,0,35.0,0,0.0,0.95,97.0,1.49,0.0,61.2,74.4,48.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.07,1998-09-01,163.5
7821,Oats,ND,USC00325993,1998,10,0,0,18.0,0,0.0,1.75,71.0,4.25,0.0,44.7,54.7,34.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.09,1998-10-01,163.9
7825,Oats,ND,USC00325993,1998,11,17,4,-1.0,12,7.5,1.19,53.0,2.56,20.6,27.3,33.3,21.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.1,1998-11-01,164.1
7829,Oats,ND,USC00325993,1998,12,12,3,-14.0,5,2.5,0.12,49.0,0.37,7.6,17.1,24.2,10.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.19,1998-12-01,164.4
7833,Oats,ND,USC00325993,1999,1,0,7,-27.0,0,4.3,0.16,42.0,1.33,17.2,5.5,12.7,-1.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.2,1999-01-01,164.7
7837,Oats,ND,USC00325993,1999,2,0,2,-10.0,0,1.5,0.1,41.0,0.32,4.0,21.2,29.0,13.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.2,1999-02-01,164.7
7841,Oats,ND,USC00325993,1999,3,19,5,3.0,10,4.0,0.46,62.0,1.23,12.0,30.1,38.2,22.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.2,1999-03-01,164.8
7845,Oats,ND,USC00325993,1999,4,2,1,21.0,4,5.0,0.55,73.0,0.62,5.0,42.4,52.5,32.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.18,1999-04-01,165.9
7849,Oats,ND,USC00325993,1999,5,0,0,33.0,0,0.0,1.46,87.0,6.4,0.0,54.7,64.6,44.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.31,1999-05-01,166.0
7853,Oats,ND,USC00325993,1999,6,0,0,45.0,0,0.0,0.53,86.0,1.29,0.0,63.2,73.2,53.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.22,1999-06-01,166.0
7857,Oats,ND,USC00325993,1999,7,0,0,47.0,0,0.0,1.52,97.0,3.06,0.0,68.8,80.4,57.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.09,1999-07-01,166.7
7861,Oats,ND,USC00325993,1999,8,0,0,47.0,0,0.0,0.67,86.0,2.16,0.0,66.1,77.6,54.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,0.97,1999-08-01,167.1
7865,Oats,ND,USC00325993,1999,9,0,0,32.0,0,0.0,0.42,89.0,2.04,0.0,53.8,64.2,43.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.08,1999-09-01,167.8
7869,Oats,ND,USC00325993,1999,10,0,0,20.0,0,0.0,0.03,73.0,0.09,0.0,42.1,53.9,30.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.06,1999-10-01,168.1
7873,Oats,ND,USC00325993,1999,11,0,0,14.0,0,0.1,0.05,77.0,0.08,0.1,37.8,49.4,26.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.12,1999-11-01,168.4
7877,Oats,ND,USC00325993,1999,12,12,1,-14.0,3,2.0,0.15,50.0,0.2,2.8,25.6,35.1,16.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.18,1999-12-01,168.8
7881,Oats,ND,USC00325993,2000,1,29,3,-19.0,3,4.0,0.25,40.0,0.5,7.8,12.1,21.6,2.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.2,2000-01-01,169.3
7885,Oats,ND,USC00325993,2000,2,15,3,-21.0,4,4.0,0.5,55.0,0.87,6.8,20.5,30.3,10.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.27,2000-02-01,170.0
7889,Oats,ND,USC00325993,2000,3,4,1,3.0,2,1.5,0.51,63.0,1.02,2.0,34.6,44.6,24.7,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.28,2000-03-01,171.0
7893,Oats,ND,USC00325993,2000,4,7,2,5.0,7,7.5,0.7,77.0,1.67,10.4,39.7,51.5,27.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.35,2000-04-01,170.9
7897,Oats,ND,USC00325993,2000,5,0,1,32.0,0,1.5,1.04,83.0,3.24,1.5,56.0,67.7,44.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.31,2000-05-01,171.2
7901,Oats,ND,USC00325993,2000,6,0,0,36.0,0,0.0,1.47,89.0,4.04,0.0,59.6,69.9,49.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.24,2000-06-01,172.2
7905,Oats,ND,USC00325993,2000,7,0,0,43.0,0,0.0,0.6,89.0,2.24,0.0,68.9,80.1,57.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.08,2000-07-01,172.7
7909,Oats,ND,USC00325993,2000,8,0,0,43.0,0,0.0,1.35,95.0,2.14,0.0,67.2,80.5,53.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,0.93,2000-08-01,172.7
7913,Oats,ND,USC00325993,2000,9,0,0,33.38904899,0,0.0,0.43,88.0,1.52,0.0,61.38213256,67.9,47.92175793,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,0.95,2000-09-01,173.6
7917,Oats,ND,USC00325993,2000,10,1,1,15.0,1,1.5,0.3,78.0,0.78,1.5,46.5,57.6,35.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.08,2000-10-01,173.9
7921,Oats,ND,USC00325993,2000,11,0,5,-1.0,0,4.5,1.29,55.0,3.54,14.1,22.4,29.6,15.3,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.22,2000-11-01,174.2
7925,Oats,ND,USC00325993,2000,12,0,2,-21.0,0,2.5,0.46902898600000004,37.0,1.3069709999999999,4.8,3.3,11.8,-5.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.14,2000-12-01,174.6
7929,Oats,ND,USC00325993,2001,1,0,2,-10.0,0,2.3,0.19,41.0,0.29,3.8,18.3,26.6,10.0,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.21,2001-01-01,175.6
7933,Oats,ND,USC00325993,2001,2,0,2,-16.0,0,1.5,0.13,37.0,0.3,4.0,5.0,14.5,-4.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.28,2001-02-01,176.0
7937,Oats,ND,USC00325993,2001,3,0,0,6.0,0,0.0,0.03,52.0,0.03,0.0,28.9,37.6,20.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.24,2001-03-01,176.1
7941,Oats,ND,USC00325993,2001,4,3,2,17.0,4,4.0,0.51,91.0,1.44,6.0,42.2,53.0,31.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.28,2001-04-01,176.4
7945,Oats,ND,USC00325993,2001,5,0,0,34.0,0,0.0,0.64,89.0,1.51,0.0,57.0,69.2,44.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.28,2001-05-01,177.3
7949,Oats,ND,USC00325993,2001,6,0,0,41.0,0,0.0,0.88,89.0,3.19,0.0,62.4,72.4,52.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.38,2001-06-01,177.7
7953,Oats,ND,USC00325993,2001,7,0,0,43.0,0,0.0,0.76,91.0,2.24,0.0,69.3,80.3,58.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.32,2001-07-01,177.4
7957,Oats,ND,USC00325993,2001,9,0,0,35.0,0,0.0,0.38,103.0,0.65,0.0,58.0,70.2,45.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.39,2001-09-01,178.1
7961,Oats,ND,USC00325993,2001,10,4,1,11.0,3,3.5,0.39,77.0,0.45,3.5,41.3,52.6,30.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.64,2001-10-01,177.6
7965,Oats,ND,USC00325993,2001,11,0,0,-1.0,0,0.2,0.14,69.0,0.22,0.3,37.2,47.0,27.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Nov,1.79,2001-11-01,177.5
7969,Oats,ND,USC00325993,2001,12,27,4,-14.0,7,6.0,0.55,48.0,0.64,9.6,15.4,23.9,6.8,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.92,2001-12-01,177.4
7973,Oats,ND,USC00325993,2002,1,26,2,-13.0,3,1.8,0.17,46.0,0.25,3.1,16.0,23.5,8.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,1.93,2002-01-01,177.7
7977,Oats,ND,USC00325993,2002,2,9,1,-12.0,2,1.3,0.08,56.0,0.1,1.6,24.2,33.2,15.1,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Feb,1.91,2002-02-01,178.0
7981,Oats,ND,USC00325993,2002,3,14,4,-19.0,6,3.9,0.36,51.0,1.02,11.5,14.1,23.8,4.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Mar,1.99,2002-03-01,178.5
7985,Oats,ND,USC00325993,2002,4,9,5,-2.0,3,3.5,0.28,68.0,1.65,10.7,35.4,45.7,25.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Apr,1.99,2002-04-01,179.3
7989,Oats,ND,USC00325993,2002,5,4,5,31.0184136,8,5.5,0.69,86.0,2.01,15.7,57.07889518,59.9,45.05453258,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,May,1.99,2002-05-01,179.5
7993,Oats,ND,USC00325993,2002,6,0,0,41.51195499,0,0.0,1.26,97.0,4.06,0.0,65.82616034,74.7,53.84149086,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jun,1.95,2002-06-01,179.6
7997,Oats,ND,USC00325993,2002,7,0,0,49.0,0,0.0,0.97,93.0,1.93,0.0,71.0,82.7,59.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jul,1.69,2002-07-01,180.0
8001,Oats,ND,USC00325993,2002,8,0,0,45.22877698,0,0.0,0.88,88.0,3.15,0.0,69.51165468,76.5,56.19625899,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Aug,1.67,2002-08-01,180.5
8005,Oats,ND,USC00325993,2002,9,0,0,28.0,0,0.0,0.32,91.0,0.85,0.0,58.6,69.3,47.9,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Sep,1.8,2002-09-01,180.8
8009,Oats,ND,USC00325993,2002,10,3,2,7.0,2,2.5,0.45,76.0,1.03,4.0,34.6,42.7,26.5,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Oct,1.8,2002-10-01,181.2
8013,Oats,ND,USC00325993,2002,12,21,5,-15.0,8,4.0,0.39,48.0,0.98,12.0,20.6,28.0,13.2,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Dec,1.95,2002-12-01,181.8
8017,Oats,ND,USC00325993,2003,1,31,3,-22.0,6,2.0,0.14,43.0,0.49,6.0,10.7,20.0,1.4,1,Prices,17,1,0.8,United States,3,Oats,5,Prices received by farmers,4,Dollars per bushel,1,Monthly,Jan,2.04,2003-01-01,182.6
